expName,Block_resp_2.rt,ITI.started,Mask_2.started,trials.thisRepN,direction,__session,key_resp_2.rt,FeedbackID_T,block.stopped,Scale_setup.stopped,date,Feedback_Time.started,sex,screen_scale_keys.stopped,TrialType,frameRate,trials.ran,Coherence1,__experimentName,Response.stopped,ITI.stopped,rectangel_keys.started,participant,Block_id,OS,screen_scale_keys.started,key_resp_2.keys,psychopyVersion,rectangel_keys.stopped,age,Y Scale,M2.started,Intro.stopped,Feedback_Time.stopped,trials.thisN,TimeDur,keyDuration,block.started,__participant,Cue.started,M2.stopped,Response.started,X Scale,session,Cue.stopped,trials.thisIndex,__datetime,Intro.started,Scale_setup.started,Mask_2.stopped,Block_resp_2.keys,trials.thisTrialN
﻿Serial_Dependence_U,,760.7617999999821,760.2598999999761,0,108,001,,1,757.8518999999761,,2025-04-30_21h18.33.942,763.7013999999762,m,,Time,238.09523809622803,1,0.7,SDMT1,763.701199999988,761.2597999999821,,048844,0,Win32,,,2023.2.3,,19,,758.8573999999761,,764.7015,9,1.4,901.7000000178814,757.8517999999821,048844,761.2597999999821,760.2597999999821,761.7597999999821,,001,761.7597999999821,33,2025-04-30_21h14.19.501,,,760.7617999999821,,9
﻿Serial_Dependence_U,,767.8093999999761,767.3072999999821,0,61,001,,4,764.7018999999763,,2025-04-30_21h18.33.942,772.9140999999938,m,,Time,238.09523809622803,1,0.7,SDMT1,772.914,768.3096999999881,,048844,0,Win32,,,2023.2.3,,19,,765.7053999999761,,773.913399999976,10,1.6,2027.5,764.7017999999822,048844,768.3096999999881,767.3072999999821,768.809299999982,,001,768.809299999982,35,2025-04-30_21h14.19.501,,,767.8093999999761,,10
﻿Serial_Dependence_U,,776.5218999999761,776.0174999999999,0,135,001,,0,773.913699999988,,2025-04-30_21h18.33.942,783.5256999999879,m,,Time,238.09523809622803,1,0.7,SDMT1,783.5256999999879,777.0214999999998,,048844,0,Win32,,,2023.2.3,,19,,774.9166999999879,,784.5229999999999,11,1.1,9999,773.913699999988,048844,777.0214999999998,776.0174999999999,777.521699999988,,001,777.521699999988,48,2025-04-30_21h14.19.501,,,776.5218999999761,,11
﻿Serial_Dependence_U,,787.4311999999879,786.9255999999939,0,159,001,,1,784.5232999999821,,2025-04-30_21h18.33.942,789.8941999999879,m,,Time,238.09523809622803,1,0.7,SDMT1,789.8940999999938,787.929899999976,,048844,0,Win32,,,2023.2.3,,19,,785.5234999999998,,790.8923999999761,12,1.4,930,784.523199999988,048844,787.929899999976,786.9254999999998,788.429599999994,,001,788.4295,51,2025-04-30_21h14.19.501,,,787.4311999999879,,12
﻿Serial_Dependence_U,,793.300399999976,792.796599999994,0,95,001,,2,790.892699999988,,2025-04-30_21h18.33.942,795.4358999999761,m,,Time,238.09523809622803,1,0.3,SDMT1,795.435799999982,793.8002999999819,,048844,0,Win32,,,2023.2.3,,19,,791.896399999976,,796.4335999999939,13,0.9,633.3000000119209,790.892699999988,048844,793.8002999999819,792.7964999999999,794.3001999999879,,001,794.3001999999879,1,2025-04-30_21h14.19.501,,,793.300399999976,,13
﻿Serial_Dependence_U,,798.7436999999879,798.2397999999821,0,220,001,,1,796.4338999999761,,2025-04-30_21h18.33.942,800.2379999999998,m,,Time,238.09523809622803,1,0.7,SDMT1,800.237899999976,799.241799999982,,048844,0,Win32,,,2023.2.3,,19,,797.435399999976,,801.2377999999819,14,0.8,28.799999982118607,796.433799999982,048844,799.241799999982,798.239699999988,799.7421999999879,,001,799.7421999999879,9,2025-04-30_21h14.19.501,,,798.7436999999879,,14
﻿Serial_Dependence_U,,804.2501999999879,803.746199999988,0,71,001,,4,801.2383999999761,,2025-04-30_21h18.33.942,808.462299999982,m,,Time,238.09523809622803,1,0.3,SDMT1,808.4621999999879,804.7501999999879,,048844,0,Win32,,,2023.2.3,,19,,802.242,,809.462699999988,15,1.5,1834.1000000238419,801.238199999988,048844,804.7501999999879,803.7460999999939,805.2499999999998,,001,805.2499999999998,25,2025-04-30_21h14.19.501,,,804.2500999999938,,15
﻿Serial_Dependence_U,,812.0708999999761,811.568799999982,0,155,001,,4,809.4631999999879,,2025-04-30_21h18.33.942,814.6120999999939,m,,Time,238.09523809622803,1,0.3,SDMT1,814.6119999999999,812.5708999999761,,048844,0,Win32,,,2023.2.3,,19,,810.4641999999881,,815.6120999999939,16,1.1,1199.800000011921,809.463099999994,048844,812.5709999999999,811.568699999988,813.0708999999761,,001,813.0708999999761,39,2025-04-30_21h14.19.501,,,812.070799999982,,16
﻿Serial_Dependence_U,,818.022399999976,817.518299999982,0,307,001,,2,815.612299999982,,2025-04-30_21h18.33.942,820.003899999976,m,,Time,238.09523809622803,1,0.7,SDMT1,820.003899999976,818.520699999988,,048844,0,Win32,,,2023.2.3,,19,,816.6164999999999,,821.0010999999938,17,0.9,826.8000000119209,815.612199999988,048844,818.520699999988,817.518299999982,819.020399999976,,001,819.020399999976,28,2025-04-30_21h14.19.501,,,818.022399999976,,17
﻿Serial_Dependence_U,,823.812099999994,823.310099999994,0,345,001,,4,821.0012999999819,,2025-04-30_21h18.33.942,826.764199999988,m,,Time,238.09523809622803,1,0.3,SDMT1,826.764099999994,824.311899999976,,048844,0,Win32,,,2023.2.3,,19,,822.0035999999939,,827.761799999982,18,1.3,1412.7999999821186,821.0012999999819,048844,824.311899999976,823.310099999994,824.8119999999999,,001,824.811899999976,41,2025-04-30_21h14.19.501,,,823.8119999999999,,18
