Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0003,0.0007,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,0.0034,162.4595,0.057,0.0564,162.4598,181.84,181.8403,566.6246,space,384.7256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,566.662,0,571.8568,s,5.1635,,574.6073,575.1057,574.0909,574.607,572.8748,172,574.0907,575.1059,575.6061,575.6066,577.8903,617.9,577.891,1,578.8895,0,0,0,31,1,1.2,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,578.8906,0,578.8932,,,,581.7266,582.2215,581.2095,581.7264,579.8933,299,581.2094,582.2216,582.7216,582.7217,586.4586,867.9,586.4588,1,587.4545,0,1,1,50,1,1.3,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,587.4556,0,587.4559,,,,590.2917,590.7873,589.7753,590.2917,588.4588,200,589.7752,590.7874,591.2871,591.2871,595.0585,1733.6,595.0588,5,596.0532,0,2,2,23,1,1.3,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,596.0538,0,596.054,,,,599.2039,599.7027,598.6875,599.2038,597.0708,253,598.6873,599.7028,600.2025,600.2026,606.2203,9999,606.2207,0,607.2185,0,3,3,44,1,1.6,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,607.2191,0,607.2193,,,,609.869,610.368,609.3539,609.8689,608.2366,206,609.3536,610.3681,610.868,610.868,612.7517,1151.7,612.7519,3,613.7508,0,4,4,30,1,1.1,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,613.7513,0,613.7516,,,,616.2847,616.7836,615.7681,616.2845,614.7519,138,615.7679,616.7837,617.2838,617.2839,619.0677,1055.9,619.0679,4,620.0665,0,5,5,2,1,1,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,620.0671,0,620.0673,,,,622.6174,623.1162,622.1009,622.6173,621.0842,335,622.1007,623.1162,623.6162,623.6163,625.1999,910.8,625.2002,2,626.199,0,6,6,20,1,1,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,626.1996,0,626.1998,,,,629.1498,629.6484,628.6332,629.1497,627.2168,40,628.633,629.6484,630.1484,630.1485,630.5493,74.8,630.5497,1,631.5484,0,7,7,51,1,1.4,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,631.5491,0,631.5494,,,,633.9825,634.4817,633.4682,633.9824,632.5498,202,633.4681,634.4818,634.9813,634.9813,637.1149,1231.4,637.1153,5,638.1141,0,8,8,19,1,0.9,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,638.1146,0,638.1149,,,,641.2648,641.7636,640.7482,641.2646,639.1324,166,640.7481,641.7637,642.2637,642.2637,644.4977,1324.5,644.4979,2,645.4967,0,9,9,53,1,1.6,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,645.4972,0,645.4975,,,,647.8475,648.347,647.3308,647.8472,646.5139,52,647.3306,648.3471,648.8464,648.8464,650.8466,1324.5,650.8468,5,651.8459,0,10,10,18,1,0.8,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,651.8465,0,651.8468,,,,654.5962,655.0954,654.0801,654.596,652.8635,63,654.08,655.0955,655.5953,655.5954,658.0131,1193.3,658.0135,3,659.0115,0,11,11,49,1,1.2,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,659.0119,0,659.0121,,,,661.4626,661.9611,660.9461,661.4624,660.0292,69,660.946,661.9612,662.4609,662.461,664.2782,923.8,664.2785,3,665.2774,0,12,12,1,1,0.9,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,665.2781,0,665.2782,,,,667.8279,668.3271,667.3111,667.8277,666.2947,224,667.3109,668.3271,668.8268,668.8268,670.8939,1350.7,670.8943,5,671.8932,0,13,13,29,1,1,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,671.8937,0,671.8939,,,,674.5436,675.0426,674.0292,674.5434,672.9107,211,674.029,675.0427,675.5426,675.5427,677.2764,1243.6,677.2768,4,678.2755,0,14,14,39,1,1.1,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,678.276,0,678.2761,,,,680.6264,681.1254,680.1095,680.6263,679.2933,285,680.1094,681.1255,681.625,681.6251,683.2923,986.3,683.2926,4,684.2918,0,15,15,45,1,0.8,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,684.2923,0,684.2925,,,,687.4426,687.9409,686.9254,687.4424,685.3091,310,686.9253,687.9409,688.4414,688.4414,690.5247,1470.5,690.5249,2,691.5241,0,16,16,17,1,1.6,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,691.5247,0,691.5251,,,,694.2746,694.7735,693.7581,694.2744,692.5415,240,693.7579,694.7736,695.2733,695.2733,697.1073,1317.7,697.1077,4,698.1063,0,17,17,40,1,1.2,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,698.1071,0,698.1073,,,,700.8404,701.339,700.3237,700.8402,699.1073,80,700.3236,701.339,701.8393,701.8394,703.9728,1297.2,703.9729,4,704.9721,0,18,18,4,1,1.2,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,704.9726,0,704.9731,,,,707.9059,708.4048,707.3892,707.9058,705.9735,111,707.3891,708.4048,708.905,708.905,711.0223,1422.5,711.0226,3,712.0212,0,19,19,24,1,1.4,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,712.0218,0,712.0219,,,,715.1719,715.6717,714.6552,715.1718,713.0392,212,714.6551,715.6718,716.1705,716.1706,718.7378,1868.6,718.7382,4,719.737,0,20,20,26,1,1.6,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,719.7377,0,719.738,,,,722.3873,722.8863,721.8709,722.3871,720.7541,111,721.8707,722.8864,723.3865,723.3866,724.7535,854.9,724.7538,2,725.7528,0,21,21,21,1,1.1,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,725.7535,0,725.7538,,,,728.8033,729.3021,728.2866,728.8031,726.7709,222,728.2865,729.3021,729.8019,729.802,731.7361,1310.8,731.7363,2,732.7352,0,22,22,43,1,1.5,0.3,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,732.7358,0,732.7361,,,,735.7858,736.2849,735.2691,735.7856,733.753,204,735.2688,736.2849,736.7851,736.7851,738.4351,1619.8,738.4354,4,739.4344,0,23,23,16,1,1.5,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,739.435,0,739.4352,,,,742.4847,742.9836,741.9683,742.4847,740.4519,223,741.9681,742.9837,743.4837,743.4838,745.7008,1629.3,745.7011,4,746.7,0,24,24,52,1,1.5,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,746.7005,0,746.7007,,,,749.6336,750.1327,749.1169,749.6335,747.7011,346,749.1168,750.1327,750.6338,750.6338,752.7333,1467.9,752.7336,3,753.7325,0,25,25,15,1,1.4,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,753.7332,0,753.7334,,,,756.3663,756.8652,755.8496,756.3661,754.7334,192,755.8495,756.8652,757.3652,757.3652,759.8988,1941.1,759.899,5,760.8982,0,26,26,48,1,1.1,0.7,Time
,,670596,001,F,22,2025-04-23_19h08.44.077,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,760.899,0,760.8992,,,,763.532,764.0308,763.0155,763.5319,761.899,234,763.0152,764.0308,764.5309,764.531,767.598,1720.2,767.5983,5,768.5972,0,27,27,3,1,1.1,0.3,Time
