Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,420.0984,1,420.0985,,,,422.8073,423.3038,422.3044,422.807,421.0983,105,422.3041,423.3038,423.8007,423.8007,424.2956,72.9,424.2958,1,425.2914,1,10,40,12,1,1.2,0.3,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,425.2919,1,425.2921,,,,427.8011,428.2972,427.2979,427.8009,426.2918,67,427.2976,428.2973,428.7942,428.7942,430.3376,1206,430.3378,4,431.3395,1,11,41,6,1,1,0.7,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,431.34,1,431.3403,,,,434.2489,434.7452,433.7457,434.2487,432.3398,291,433.7455,434.7452,435.2421,435.2421,437.221,1313.5,437.2212,2,438.2176,1,12,42,18,1,1.4,0.7,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,438.218,1,438.2182,,,,440.5269,441.0235,440.0239,440.5267,439.2181,236,440.0237,441.0235,441.5203,441.5203,442.3265,417.4,442.3268,1,443.3263,1,13,43,10,1,0.8,0.3,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,443.3267,1,443.3268,,,,446.2355,446.7319,445.7327,446.2353,444.3269,25,445.7325,446.732,447.229,447.229,449.0775,1449.5,449.0777,3,450.0771,1,14,44,23,1,1.4,0.3,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,450.0777,1,450.0779,,,,452.3865,452.883,451.8837,452.3863,451.0777,46,451.8834,452.883,453.3799,453.3799,454.4863,574.9,454.4864,2,455.4828,1,15,45,5,1,0.8,0.7,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,455.4833,1,455.4835,,,,458.1922,458.6886,457.6867,458.192,456.4833,190,457.6866,458.6886,459.1855,459.1855,461.0278,1515.9,461.0282,4,462.0276,1,16,46,17,1,1.2,0.7,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,462.028,1,462.0282,,,,464.3369,464.8334,463.8339,464.3368,463.0281,41,463.8337,464.8334,465.3304,465.3305,466.5943,773.7,466.5945,3,467.5907,1,17,47,15,1,0.8,0.7,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,467.5912,1,467.5914,,,,470.1004,470.5966,469.5971,470.1002,468.591,180,469.5969,470.5966,471.0935,471.0936,472.4846,1072.2,472.4848,4,473.4813,1,18,48,26,1,1,0.7,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,473.4819,1,473.4821,,,,476.3905,476.8869,475.8877,476.3902,474.4819,288,475.8873,476.887,477.3839,477.384,479.0687,1260.6,479.069,2,480.0686,1,19,49,13,1,1.4,0.3,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,480.0691,1,480.0692,,,,483.1778,483.6742,482.6749,483.1775,481.069,75,482.6746,483.6742,484.1712,484.1712,485.9501,1411,485.9503,2,486.9467,1,20,50,9,1,1.6,0.7,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,486.9472,1,486.9474,,,,489.4562,489.9525,488.9531,489.4561,487.9471,310,488.9528,489.9525,490.4495,490.4495,492.2191,1399.7,492.2194,5,493.2188,1,21,51,21,1,1,0.3,Time
,,885939,001,,,2025-05-19_23h31.05.569,Serial_Dependence_U,2023.2.3,Win32,163.9344262,5fa97379b6ebc411c1a99fff,68224bc8a476e0f1ff0bf7fa,682ba2dc8449665590172124,,,,,,,,,,,,493.2193,1,493.2195,,,,496.3281,496.8246,495.8251,496.3279,494.2193,188,495.825,496.8246,497.3216,497.3216,499.776,1374.8,499.7764,2,500.7758,1,22,52,14,1,1.6,0.3,Time
