Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,165.0996,0,165.0997,,,,168.2054,168.7032,167.7048,168.2053,166.1033,285,167.7047,168.7032,169.2047,169.2047,170.8785,1415.4,170.8786,2,171.8751,0,9,9,29,1,1.6,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,171.8754,0,171.8755,,,,174.3797,174.8784,173.8772,174.3795,172.8764,31,173.8772,174.8784,175.3765,175.3766,176.5548,754.7,176.555,2,177.5528,0,10,10,26,1,1,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,177.5532,0,177.5533,,,,180.4686,180.9688,179.9665,180.4684,178.5628,143,179.9665,180.9688,181.4669,181.467,182.8778,1092,182.8779,2,183.8787,0,11,11,8,1,1.4,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,183.8789,0,183.879,,,,186.5855,187.083,186.0823,186.5854,184.8796,109,186.0822,187.083,187.582,187.5821,188.7875,1062.3,188.7876,2,189.7883,0,12,12,27,1,1.2,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,189.7886,0,189.7887,,,,192.4912,192.9917,191.9908,192.4911,190.7904,74,191.9906,192.9917,193.4897,193.4897,194.7182,1030.8,194.7183,2,195.7165,0,13,13,22,1,1.2,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,195.7167,0,195.7167,,,,198.2259,198.7264,197.7239,198.2258,196.7203,147,197.7238,198.7264,199.2268,199.2269,200.141,635.8,200.141,1,201.141,0,14,14,1,1,1,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,201.1411,0,201.1413,,,,203.8483,204.3482,203.345,203.8482,202.1422,229,203.3449,204.3482,204.8466,204.8466,205.6679,711.7,205.668,1,206.6653,0,15,15,17,1,1.2,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,206.6655,0,206.6655,,,,208.9746,209.4726,208.4737,208.9745,207.6661,251,208.4736,209.4726,209.9703,209.9704,210.7504,471.3,210.7505,1,211.7481,0,16,16,5,1,0.8,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,211.7484,0,211.7484,,,,214.8544,215.3519,214.3538,214.8543,212.7524,206,214.3538,215.3519,215.8528,215.8529,217.0689,995.9,217.069,1,218.0631,0,17,17,4,1,1.6,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,218.0633,0,218.0634,,,,220.5684,221.0661,220.0653,220.5682,219.0644,53,220.0653,221.0661,221.5652,221.5653,222.7661,889.7,222.7662,2,223.7672,0,18,18,11,1,1,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,223.7675,0,223.7675,,,,226.6785,227.1786,226.1756,226.6784,224.7682,166,226.1755,227.1786,227.6772,227.6772,228.7862,866.7,228.7863,1,229.7902,0,19,19,23,1,1.4,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,229.7905,0,229.7906,,,,232.2987,232.7981,231.7975,232.2987,230.795,358,231.7974,232.7982,233.2986,233.2987,234.3608,814.2,234.3609,2,235.359,0,20,20,21,1,1,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,235.3593,0,235.3593,,,,237.6653,238.1675,237.1634,237.6653,236.3621,118,237.1634,238.1676,238.6647,238.6648,239.5739,622.3,239.574,2,240.5722,0,21,21,10,1,0.8,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,240.5724,0,240.5725,,,,243.6801,244.1796,243.1777,243.68,241.5764,349,243.1776,244.1797,244.6804,244.6804,246.2364,1325.1,246.2365,2,247.2328,0,22,22,9,1,1.6,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,247.233,0,247.2331,,,,250.3435,250.8452,249.8358,250.3434,248.2346,125,249.8356,250.8453,251.3452,251.3452,252.7745,1113.5,252.7747,1,253.7729,0,23,23,19,1,1.6,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,253.7731,0,253.7731,,,,256.4746,256.9743,255.9735,256.4745,254.7724,78,255.9734,256.9743,257.4743,257.4743,258.9344,1013.1,258.9345,2,259.9324,0,24,24,2,1,1.2,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,259.9328,0,259.9329,,,,262.6381,263.1357,262.1375,262.638,260.934,96,262.1375,263.1358,263.6396,263.6396,264.7909,859.5,264.791,2,265.7901,0,25,25,12,1,1.2,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,265.7903,0,265.7904,,,,268.0934,268.5909,267.5904,268.0932,266.7898,304,267.5903,268.5909,269.0891,269.0891,270.0159,640.5,270.016,2,271.0168,0,26,26,20,1,0.8,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,271.017,0,271.0171,,,,273.3192,273.8198,272.819,273.3192,272.018,91,272.8189,273.8198,274.3175,274.3175,275.2587,672.8,275.2588,2,276.2593,0,27,27,15,1,0.8,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,276.2596,0,276.2596,,,,279.3681,279.869,278.8664,279.368,277.2626,348,278.8664,279.869,280.3688,280.3688,281.5187,936.4,281.5188,1,282.517,0,28,28,14,1,1.6,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,282.5172,0,282.5172,,,,285.4217,285.9145,284.9195,285.4217,283.5166,47,284.9194,285.9145,286.4153,286.4153,287.4583,895.8,287.4584,1,288.4589,0,29,29,13,1,1.4,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,288.4591,1,576.9188,s,288.454,,579.8279,580.3281,579.3271,579.8279,577.9179,69,579.3269,580.3281,580.8289,580.8289,582.2425,949.6,582.2426,1,583.243,1,0,30,3,1,1.4,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,583.2432,1,583.244,,,,586.3511,586.8484,585.8506,586.351,584.2462,338,585.8505,586.8484,587.3453,587.3453,588.8246,1114.6,588.8249,1,589.8248,1,1,31,24,1,1.6,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,589.825,1,589.825,,,,592.9339,593.4327,592.4317,592.9337,590.8278,251,592.4317,593.4327,593.9304,593.9304,595.1758,882,595.176,1,596.1767,1,2,32,9,1,1.6,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,596.177,1,596.1771,,,,598.6794,599.1769,598.1788,598.6793,597.1757,263,598.1788,599.1769,599.6804,599.6805,600.7107,705.9,600.7108,2,601.7115,1,3,33,6,1,1,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,601.7117,1,601.7118,,,,604.0148,604.514,603.5134,604.0148,602.7125,280,603.5133,604.514,605.0144,605.0144,605.9364,606.3,605.9365,2,606.9371,1,4,34,20,1,0.8,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,606.9373,1,606.9374,,,,609.6441,610.142,609.1419,609.6441,607.9391,59,609.1418,610.142,610.6407,610.6408,611.617,663.8,611.6171,1,612.6169,1,5,35,2,1,1.2,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,612.6171,1,612.6171,,,,615.5251,616.0239,615.0228,615.525,613.6222,314,615.0227,616.024,616.5214,616.5214,617.8239,1024.5,617.824,2,618.8241,1,6,36,28,1,1.4,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,618.8243,1,618.8244,,,,621.729,622.2269,621.2261,621.7288,619.8251,318,621.2261,622.2269,622.7247,622.7248,624.2747,1260.8,624.2749,2,625.2721,1,7,37,8,1,1.4,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,625.2724,1,625.2725,,,,628.3791,628.8794,627.8761,628.379,626.2727,82,627.876,628.8794,629.3773,629.3773,630.9646,1269.9,630.9647,2,631.9615,1,8,38,29,1,1.6,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,631.9618,1,631.9619,,,,634.4664,634.9676,633.9635,634.4663,632.9627,257,633.9634,634.9676,635.4647,635.4647,636.4116,712.9,636.4117,2,637.41,1,9,39,1,1,1,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,637.4102,1,637.4102,,,,640.3199,640.8201,639.8167,640.3198,638.4136,213,639.8166,640.8201,641.3179,641.3179,642.8512,1194.9,642.8515,2,643.852,1,10,40,13,1,1.4,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,643.8522,1,643.8523,,,,646.1544,646.6522,645.6539,646.1542,644.8535,352,645.6538,646.6522,647.1526,647.1526,648.0019,621.4,648.002,2,649.0028,1,11,41,5,1,0.8,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,649.0031,1,649.0031,,,,652.1146,652.6149,651.6105,652.1146,650.004,4,651.6104,652.6149,653.1124,653.1124,654.8042,1440.3,654.8044,2,655.8024,1,12,42,19,1,1.6,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,655.8026,1,655.8026,,,,658.1036,658.6037,657.6031,658.1035,656.8022,176,657.6028,658.6037,659.1014,659.1014,659.9401,716.6,659.9402,2,660.9396,1,13,43,0,1,0.8,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,660.9399,1,660.9399,,,,663.6445,664.1441,663.1434,663.6445,661.9416,184,663.1433,664.1441,664.6446,664.6446,665.9027,1093.7,665.9028,2,666.9005,1,14,44,22,1,1.2,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,666.9007,1,666.9007,,,,670.0057,670.5029,669.5022,670.0056,667.9006,31,669.5021,670.5029,671.0006,671.0006,672.7883,1478.4,672.7884,2,673.7879,1,15,45,14,1,1.6,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,673.7881,1,673.7881,,,,676.6923,677.1925,676.1917,676.6922,674.7904,192,676.1916,677.1925,677.691,677.691,679.3823,1355.4,679.3825,3,680.3807,1,16,46,18,1,1.4,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,680.3809,1,680.381,,,,682.6888,683.1858,682.185,682.6887,681.3819,203,682.1849,683.1858,683.6836,683.6836,684.4415,561.8,684.4416,2,685.4395,1,17,47,15,1,0.8,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,685.4398,1,685.4398,,,,687.9448,688.442,687.4417,687.9447,686.4391,293,687.4417,688.4421,688.9398,688.9398,690.1116,898.6,690.1116,2,691.1114,1,18,48,21,1,1,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,691.1117,1,691.1118,,,,693.417,693.9142,692.9141,693.4169,692.1131,37,692.9141,693.9142,694.4133,694.4133,695.3684,692.1,695.3685,2,696.3693,1,19,49,10,1,0.8,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,696.3695,1,696.3696,,,,698.6678,699.1653,698.1674,698.6678,697.3666,252,698.1673,699.1654,699.6642,699.6642,700.8446,889,700.8447,4,701.8457,1,20,50,25,1,0.8,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,701.846,1,701.846,,,,704.5527,705.0503,704.0496,704.5526,702.8469,312,704.0495,705.0503,705.5509,705.5509,706.834,971.6,706.8341,2,707.832,1,21,51,17,1,1.2,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,707.8323,1,707.8324,,,,710.5376,711.0351,710.037,710.5374,708.8358,288,710.0369,711.0352,711.5357,711.5357,713.0081,1196.4,713.0081,3,714.0072,1,22,52,27,1,1.2,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,714.0075,1,714.0076,,,,716.5157,717.0143,716.0136,716.5157,715.0087,288,716.0135,717.0144,717.5148,717.5149,718.7662,931.3,718.7663,2,719.7644,1,23,53,26,1,1,0.7,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,719.7645,1,719.7647,,,,722.4744,722.9742,721.9725,722.4744,720.7681,320,721.9725,722.9742,723.4747,723.4747,724.8763,1153,724.8764,3,725.8751,1,24,54,12,1,1.2,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,725.8754,1,725.8754,,,,728.982,729.482,728.4797,728.9819,726.8784,154,728.4797,729.4821,729.9826,729.9827,731.5549,1259.1,731.5551,2,732.5543,1,25,55,4,1,1.6,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,732.5545,1,732.5545,,,,735.0613,735.5593,734.5609,735.0613,733.5596,274,734.5608,735.5593,736.0577,736.0577,737.5259,1196.3,737.5259,4,738.5268,1,26,56,11,1,1,0.3,Time
,,182072,001,,,2025-05-19_19h59.07.529,Serial_Dependence_U,2023.2.3,Win32,238.0952381,6776816f12ad2c97726dd2ab,68224bc8a476e0f1ff0bf7fa,682b7e5e68da843fe2e2d427,,,,,,,,,,,,738.5271,1,738.5271,,,,741.0338,741.5312,740.5326,741.0338,739.5317,134,740.5325,741.5312,742.0301,742.0302,743.2147,897.4,743.2148,2,744.2132,1,27,57,16,1,1,0.7,Time
